# Synthetic hourly load for a small utility, one non-leap year, MW.
# Generated by make_profiles.py with seed 20260815. Not measured data.
# Shape: summer peaking seasonal factor, double humped diurnal curve,
# weekend reduction, 3 percent Gaussian noise.
hour,load_mw
427,90.0473
428,92.7311
429,83.1977
430,76.8087
431,72.0695
432,54.2467
433,58.6552
434,55.8258
435,58.7667
436,61.3052
437,61.6785
438,68.0530
439,67.3652
440,70.3209
441,75.7387
442,73.7109
443,72.3117
444,68.2699
445,69.4595
446,76.6129
447,75.0917
448,83.7264
449,94.1245
450,86.3696
451,91.7691
452,84.4835
453,89.7706
454,76.6023
455,70.6016
456,51.3786
457,53.0076
458,54.2897
459,53.5505
460,53.9023
461,55.0277
462,59.1761
463,64.5302
464,69.3531
465,64.4841
466,65.9653
467,64.3700
468,63.4942
469,61.3396
470,64.5271
471,71.2831
472,77.6391
473,83.9689
474,81.9585
475,87.0236
476,82.5994
477,78.0818
478,65.2464
479,64.0703
480,53.5061
481,54.1015
482,51.2147
483,50.7161
484,52.8473
485,55.4803
486,58.5483
487,62.3476
488,70.4333
489,66.4785
490,63.8215
491,61.9159
492,61.4259
493,62.4014
494,65.4888
495,72.1707
496,72.1230
497,79.8832
498,85.1217
499,86.8432
500,78.6862
501,79.2647
502,69.0354
503,61.7644
504,56.6823
505,58.0586
506,61.2717
507,60.5869
508,59.5112
509,63.8785
510,66.1537
511,70.8701
512,71.0051
513,75.6283
514,71.3812
515,68.4730
516,66.6624
517,69.9326
518,73.4554
519,74.5124
520,80.7413
521,91.3764
522,94.2326
523,88.7598
524,90.2834
525,84.5355
526,77.8757
527,69.6527
528,57.0777
529,57.6653
530,57.0973
531,58.2865
532,61.6807
533,67.0067
534,66.5871
535,68.5130
536,77.9646
537,76.9041
538,73.9089
539,76.0585
540,70.2457
541,69.8567
542,69.8126
543,79.6039
544,82.8539
545,89.8259
546,96.7143
547,95.4459
548,92.8980
549,85.2341
550,76.4034
551,68.0374
552,60.7804
553,57.5481
554,57.3359
555,59.4028
556,60.5505
557,62.2802
558,64.6629
559,71.4935
560,71.3875
561,76.7514
562,74.7345
563,70.9136
564,67.5136
565,70.3246
566,73.5124
567,75.4737
568,86.2685
569,89.7022
570,99.0672
571,91.3067
572,90.9216
573,85.8337
574,77.9390
575,67.4385
576,58.5154
577,59.0870
578,61.3948
579,59.1510
580,59.9647
581,63.9109
582,64.5634
583,70.1855
584,70.1153
585,75.2907
586,71.9865
587,67.3371
588,70.2994
589,70.1179
590,71.0426
591,81.6634
592,81.3595
593,91.9066
594,98.2173
595,93.8887
596,88.5414
597,84.1176
598,75.7977
599,70.5668
600,62.2833
601,56.6813
602,58.5196
603,59.2736
604,61.9659
605,63.4381
606,64.5308
607,69.5802
608,70.1298
609,77.6775
610,73.2633
611,72.3984
612,71.0792
613,69.9600
614,75.6430
615,78.0076
616,85.8331
617,90.6175
618,91.8984
619,99.1113
620,86.6504
621,83.2158
622,77.9851
623,69.8199
624,50.0062
625,57.0141
626,52.4560
627,53.7048
628,54.0003
629,59.2834
630,57.4178
631,60.6777
632,63.6455
633,67.9873
634,68.3981
635,64.2265
636,61.5140
637,61.8958
638,65.6916
639,70.8126
640,77.9650
641,83.1295
642,81.2808
643,82.7749
644,81.6606
645,76.3295
646,68.2515
647,66.7705
648,52.3263
649,53.8354
650,57.2455
651,52.7992
652,55.6799
653,57.9976
654,60.8148
655,61.3793
656,63.9128
657,67.0675
658,67.9631
659,66.3963
660,63.5772
661,60.8844
662,68.2300
663,70.0643
664,77.7647
665,81.9319
666,84.5410
667,82.8737
668,79.5638
669,74.8121
670,67.5184
671,66.1765
672,58.0040
673,57.8606
674,59.5116
675,57.7351
676,61.7893
677,62.8672
678,66.9868
679,69.6289
680,75.4747
681,73.7910
682,75.8374
683,74.8697
684,72.2850
685,68.8074
686,76.1770
687,77.6233
688,86.4932
689,89.6943
690,95.8687
691,94.6587
692,90.3016
693,80.1230
694,72.8382
695,72.6664
696,61.5525
697,59.6915
698,59.2840
699,59.0146
700,57.5545
701,62.3874
702,62.8661
703,68.4276
704,77.1497
705,78.1823
706,75.0795
707,68.8007
708,70.0683
709,68.2602
710,68.9326
711,76.1263
712,84.4909
713,86.5688
714,94.1896
715,93.1607
716,87.7110
717,87.0053
718,80.4439
719,67.8584
720,60.7480
721,59.7074
722,58.1175
723,59.7559
724,57.3161
725,65.4496
726,63.6460
727,68.8333
728,71.2217
729,75.7242
730,75.6453
731,72.6669
732,68.5279
733,72.4043
734,68.9040
735,74.3163
736,88.4164
737,90.8540
738,92.5591
739,92.4916
740,87.4684
741,87.1938
742,79.2340
743,73.3882
744,59.3456
745,61.5197
746,59.9925
747,57.1674
748,59.6876
749,62.9470
750,66.7026
751,69.2338
752,71.5484
753,77.9578
754,70.2119
755,70.1997
756,72.0429
757,66.0149
758,76.5729
759,80.1378
760,86.1166
761,85.6257
762,94.7258
763,96.3101
764,90.3419
765,84.4741
766,76.0287
767,75.6327
768,58.8729
769,58.2782
770,56.8315
771,60.6641
772,64.0959
773,59.6454
774,66.5700
775,71.4852
776,74.3133
777,78.5135
778,73.2858
779,69.3632
780,69.7804
781,73.6542
782,75.2334
783,78.8177
784,84.6780
785,86.7291
786,88.1463
787,92.0405
788,90.5208
789,86.0281
790,76.9623
791,68.3834
792,55.2228
793,51.7998
794,51.2828
795,53.9694
796,52.5287
797,56.1854
798,58.2714
799,60.3229
800,64.7251
801,67.4919
802,66.2421
803,65.2723
804,63.7104
805,63.3212
806,64.1199
807,73.0897
808,78.4889
809,82.9347
810,84.3067
811,84.7215
812,80.2053
813,75.8418
814,69.7159
815,60.4826
816,54.3506
817,53.0547
818,54.5575
819,57.5895
820,55.5940
821,56.5938
822,57.6174
823,64.7000
824,63.6170
825,66.9112
826,65.7278
827,63.9944
828,64.0152
829,59.7772
830,65.5772
831,72.3735
832,76.1341
833,80.9930
834,87.5145
835,87.9472
836,81.8518
837,74.9820
838,71.2410
839,62.3963
840,58.7499
841,56.4904
842,60.1996
843,61.1893
844,60.0061
845,63.4800
846,68.6619
847,69.6793
848,73.9216
849,74.0035
850,72.0091
851,73.6588
852,74.5249
853,71.8287
854,77.4451
855,82.6685
856,82.1011
857,90.8617
858,104.8797
859,97.7975
860,90.4007
861,88.2214
862,74.6741
863,69.6015
864,60.7816
865,60.3419
866,60.7682
867,57.8011
868,62.0268
869,60.4358
870,66.6373
871,72.1345
872,73.6608
873,71.2074
874,73.6945
875,71.9671
876,73.6318
877,67.0076
878,71.5736
879,79.1288
880,84.6793
881,90.3813
882,94.6099
883,95.8674
884,90.7513
885,81.1820
886,79.8178
887,70.1052
888,56.9125
889,59.0489
890,63.0539
891,60.7666
892,62.7144
893,61.1100
894,68.4590
895,69.1684
896,65.7212
897,74.3413
898,75.1591
899,75.6155
900,69.3655
901,71.8852
902,77.7584
903,82.0630
904,82.6559
905,95.2968
906,101.4015
907,90.3511
908,94.3161
909,87.7320
910,79.1217
911,69.9202
912,58.2886
913,58.2842
914,58.1861
915,61.2426
916,59.2938
917,62.8547
918,66.2862
919,70.9695
920,73.5220
921,75.3097
922,74.8828
923,71.9878
924,68.1817
925,71.8165
926,75.5619
927,81.2521
928,86.8767
929,90.0566
930,99.0071
931,89.3431
932,91.5770
933,80.3885
934,78.5117
935,68.1264
936,60.6746
937,60.8809
938,57.7987
939,58.3554
940,60.2794
941,64.5531
942,62.0439
943,70.3387
944,73.3674
945,75.1952
946,73.3011
947,69.6733
948,68.7705
949,69.8380
950,73.0087
951,77.2845
952,83.8624
953,87.1048
954,93.5000
955,94.0645
956,89.4453
957,84.9822
958,74.6645
959,76.1721
960,54.2215
961,51.1749
962,51.1706
963,54.2985
964,59.2797
965,57.8970
966,61.6710
967,63.6528
968,69.7475
969,67.1995
970,65.0328
971,66.2720
972,59.8813
973,60.4640
974,67.6273
975,69.2549
976,81.4339
977,77.4579
978,85.6820
979,89.4694
980,85.0189
981,75.0932
982,67.9707
983,62.6090
984,53.0399
985,55.1820
986,54.0659
987,57.1620
988,53.9115
989,56.7027
990,64.1518
991,63.8481
992,66.4271
993,68.2929
994,64.5411
995,62.2903
996,64.0246
997,63.7982
998,62.0585
999,71.8307
1000,76.3821
1001,87.1968
1002,86.2716
1003,82.7163
1004,80.6791
1005,80.7650
1006,69.0502
1007,65.1864
1008,61.3632
1009,58.6630
1010,59.6722
1011,63.4146
1012,60.3494
1013,67.6812
1014,64.8330
1015,76.9252
1016,75.7127
1017,74.0319
1018,77.3130
1019,73.6276
1020,70.3476
1021,67.8525
1022,72.8948
1023,83.3568
1024,89.1587
1025,90.8311
1026,93.8567
1027,100.3284
1028,90.2411
1029,87.0301
1030,83.5620
1031,76.2596
1032,60.0763
1033,59.1856
1034,60.3258
1035,62.0260
1036,61.0950
1037,65.8104
1038,65.9357
1039,75.4308
1040,75.9768
1041,72.9867
1042,75.0293
1043,70.2461
1044,68.5361
1045,67.5302
1046,75.6012
1047,77.4538
1048,86.1650
1049,91.6041
1050,97.9643
1051,98.4108
1052,87.7001
1053,91.8336
1054,75.4861
1055,71.2203
1056,60.3425
1057,65.2871
1058,60.3187
1059,62.0766
1060,61.5048
1061,66.8125
1062,70.0867
1063,70.5865
1064,75.4917
1065,76.0739
1066,75.0436
1067,75.9667
1068,75.7120
1069,73.2229
1070,71.3423
1071,79.0587
1072,84.7061
1073,89.6292
1074,96.4559
1075,93.4552
1076,96.0321
1077,89.2486
1078,76.9459
1079,73.7865
1080,60.1620
1081,60.4052
1082,60.6501
1083,63.0004
1084,61.2892
1085,61.3326
1086,73.1071
1087,70.0231
1088,75.8883
1089,76.4566
1090,75.7065
1091,74.1832
1092,72.5390
1093,70.8331
1094,74.9446
1095,79.1273
1096,85.5212
1097,92.4106
1098,98.6576
1099,94.5516
1100,91.6957
1101,85.4512
1102,78.8112
1103,71.3652
1104,59.2569
1105,61.0629
1106,64.8464
1107,62.7662
1108,60.1791
1109,65.9094
1110,68.8650
1111,74.0312
1112,77.6207
1113,73.5536
1114,77.6750
1115,73.0796
1116,71.1461
1117,72.7415
1118,73.7261
1119,77.7197
1120,89.8966
1121,90.7367
1122,98.2699
1123,93.2691
1124,93.7333
1125,84.3410
1126,77.0077
1127,71.5989
1128,56.2630
1129,54.6187
1130,54.5013
1131,52.5171
1132,57.1515
1133,57.2177
1134,63.3473
1135,67.5282
1136,66.8688
1137,70.1448
1138,64.3493
1139,66.9282
1140,63.9271
1141,65.7748
1142,62.5735
1143,70.9171
1144,79.1256
1145,87.5077
1146,86.4820
1147,88.6465
1148,82.8183
1149,76.9418
1150,67.6604
1151,65.6610
1152,53.5383
1153,56.2216
1154,52.4521
1155,54.3045
1156,54.5271
1157,61.2222
1158,64.7174
1159,64.6627
1160,67.0122
1161,68.6965
1162,68.4249
1163,64.1234
1164,63.0774
1165,64.1787
1166,67.3471
1167,73.7998
1168,79.1337
1169,85.9612
1170,85.6513
1171,88.0368
1172,89.4557
1173,81.3834
1174,71.4753
1175,66.8884
1176,61.8494
1177,59.3020
1178,57.9913
1179,61.9642
1180,63.0346
1181,63.1605
1182,67.9748
1183,73.9741
1184,77.6873
1185,79.3507
1186,75.5424
1187,72.6207
1188,76.6734
1189,69.1004
1190,71.6874
1191,75.6081
1192,88.7381
1193,97.6282
1194,95.9248
1195,99.0517
1196,93.7826
1197,87.9897
1198,78.2401
1199,70.2397
1200,61.4601
1201,57.6071
1202,62.6281
1203,62.7445
1204,63.6675
1205,66.0343
1206,71.8431
1207,70.2597
1208,74.1684
1209,74.6799
1210,73.5554
1211,73.2475
1212,71.5114
1213,71.3012
1214,74.7288
1215,76.1492
1216,84.6104
1217,93.7782
1218,96.4687
1219,96.9481
1220,91.4317
1221,88.8440
1222,80.8621
1223,74.3423
1224,61.3639
1225,64.3227
1226,64.1515
1227,59.6102
1228,63.0474
1229,65.1228
1230,68.8469
1231,70.1871
1232,75.3975
1233,77.8345
1234,78.0875
1235,72.6387
1236,69.6210
1237,72.4208
1238,72.6512
1239,77.3828
1240,88.2381
1241,92.6753
1242,103.2782
1243,98.5836
1244,96.3189
1245,88.7912
1246,81.2121
1247,72.1626
1248,57.5941
1249,62.4824
1250,64.1521
1251,59.8867
1252,63.1508
1253,65.1869
1254,70.2345
1255,71.4297
1256,77.6501
1257,75.0719
1258,73.0469
1259,75.0287
1260,69.4993
1261,72.5936
1262,73.3282
1263,85.3112
1264,83.3938
1265,100.0123
1266,95.7163
1267,97.7373
1268,95.6805
1269,89.6859
1270,78.8676
1271,73.4405
1272,60.7253
1273,60.0576
1274,62.2210
1275,60.7059
1276,60.4649
1277,63.1776
1278,64.6187
1279,70.7182
1280,77.6068
1281,75.7880
1282,76.3563
1283,75.2255
1284,73.4435
1285,73.6487
1286,81.2080
1287,82.0452
1288,91.5467
1289,92.9319
1290,96.2733
1291,99.2204
1292,92.4296
1293,97.2938
1294,78.1270
1295,72.6349
1296,57.1954
1297,55.7323
1298,55.2760
1299,56.2150
1300,56.6484
1301,60.0774
1302,62.8264
1303,64.0855
1304,66.8710
1305,70.0397
1306,63.5450
1307,66.0626
1308,65.7398
1309,64.0172
1310,68.0445
1311,73.0467
1312,80.1579
1313,85.1526
1314,88.6448
1315,85.0288
1316,84.8630
1317,79.6092
1318,70.4912
1319,69.6197
1320,56.3197
1321,53.9564
1322,55.3657
1323,52.7967
1324,54.4474
1325,61.2817
1326,62.7955
1327,63.4410
1328,68.0867
1329,67.1691
1330,67.8725
1331,65.0460
1332,64.8455
1333,63.3593
1334,68.0072
1335,72.2963
1336,76.3444
1337,83.8196
1338,90.1531
1339,91.2102
1340,85.8240
1341,82.0649
1342,74.4846
1343,66.8091
1344,60.7293
1345,60.3531
1346,60.5185
1347,62.5046
1348,65.0745
1349,62.5480
1350,67.3149
1351,68.6954
1352,76.5886
1353,77.2431
1354,77.2784
1355,73.1752
1356,74.0929
1357,69.5845
1358,70.3777
1359,80.9562
1360,89.5495
1361,98.7783
1362,97.9266
1363,101.4839
1364,94.5958
1365,86.0915
1366,84.0175
1367,75.5446
1368,62.4989
1369,61.7869
1370,60.7366
1371,63.1658
1372,67.0122
1373,65.8413
1374,72.3348
1375,74.3074
1376,76.1200
1377,78.1926
1378,79.0014
1379,73.1296
1380,72.6856
1381,74.8931
1382,76.9329
1383,81.6426
1384,91.2493
1385,92.1955
1386,98.4633
1387,105.1193
1388,92.4423
1389,90.9017
1390,80.4254
1391,69.9693
1392,58.3279
1393,64.3637
1394,63.6913
1395,64.9764
1396,62.2266
1397,64.7645
1398,69.5134
1399,75.0516
1400,75.7692
1401,76.6606
1402,76.8092
1403,76.6676
1404,77.7522
1405,74.2932
1406,74.3991
1407,82.5892
1408,91.8231
1409,97.5373
1410,99.6464
1411,100.8762
1412,92.9969
1413,87.4755
1414,77.6795
1415,72.4790
1416,60.9766
1417,61.4770
1418,62.7252
1419,62.0232
1420,65.5159
1421,69.3348
1422,68.2531
1423,69.9638
1424,77.7952
1425,77.1062
1426,74.0505
1427,77.5428
1428,72.8999
1429,74.8370
1430,76.1186
1431,79.3206
1432,90.9377
1433,89.7151
1434,99.8334
1435,94.5677
1436,96.5411
1437,87.1410
1438,79.4086
1439,75.5729
1440,60.4427
1441,61.6408
1442,59.7896
1443,65.3693
1444,61.4219
1445,65.2583
1446,70.1525
1447,78.6697
1448,74.6763
1449,78.6788
1450,76.3107
1451,73.4611
1452,75.7112
1453,73.8643
1454,76.0091
1455,84.3628
1456,85.4725
1457,96.7540
1458,103.7631
1459,99.1063
1460,96.9872
1461,86.4785
1462,78.4538
1463,74.1073
1464,58.0500
1465,54.0306
1466,55.0641
1467,58.3220
1468,59.0521
1469,57.6723
1470,63.0289
1471,67.1197
1472,72.8812
1473,71.7491
1474,71.9973
1475,69.3041
1476,68.5105
1477,65.8646
1478,67.0821
1479,76.9866
1480,80.2293
1481,84.8682
1482,87.5649
1483,92.0196
1484,84.5835
1485,79.8152
1486,76.0920
1487,66.9569
1488,57.3989
1489,56.4152
1490,55.2833
1491,57.6872
1492,59.2279
1493,59.9244
1494,63.9521
1495,64.4540
1496,71.6276
1497,73.2899
1498,67.5508
1499,70.7892
1500,68.6218
1501,65.4852
1502,68.9064
1503,74.1198
1504,78.9437
1505,86.6199
1506,85.9837
1507,86.8296
1508,85.8923
1509,77.5228
1510,73.4579
1511,65.4138
1512,61.9424
1513,66.7169
1514,62.9593
1515,67.2150
1516,66.5406
1517,64.6040
1518,72.7040
1519,75.2610
1520,76.8436
1521,79.2104
1522,75.0953
1523,71.6168
1524,76.2632
1525,71.8636
1526,75.8344
1527,83.8673
1528,91.1371
1529,95.3904
1530,100.7724
1531,101.9703
1532,96.7929
1533,92.5735
1534,83.4892
1535,75.1513
1536,60.1310
1537,64.2423
1538,63.2561
1539,63.1715
1540,62.9591
1541,64.9520
1542,70.9624
1543,78.8273
1544,77.4911
1545,77.3100
1546,77.1557
1547,76.4533
1548,74.1202
1549,74.7091
1550,76.6406
1551,82.4277
1552,87.3936
1553,95.9908
1554,103.5570
1555,98.6488
1556,94.5920
1557,94.8988
1558,80.8035
1559,72.4421
1560,61.9019
1561,64.6487
1562,64.1143
1563,63.6376
1564,65.1598
1565,66.1508
1566,68.9957
1567,76.9742
1568,76.9851
1569,81.4590
1570,82.0726
1571,77.1784
1572,73.2688
1573,71.0533
1574,76.3011
1575,84.4356
1576,88.2570
1577,101.0182
1578,104.9250
1579,99.3667
1580,96.5609
1581,94.8249
1582,80.2131
1583,74.1936
1584,62.8151
1585,64.5203
1586,58.9107
1587,67.9007
1588,64.0686
1589,67.8437
1590,71.1866
1591,77.2556
1592,76.9294
1593,84.1473
1594,78.4189
1595,76.3678
1596,72.4093
1597,72.4424
1598,78.6878
1599,82.7946
1600,90.5138
1601,94.7590
1602,104.5297
1603,102.0298
1604,98.4771
1605,90.8528
1606,86.9337
1607,78.3247
1608,66.9248
1609,63.5494
1610,60.7496
1611,65.9850
1612,66.1002
1613,68.6585
1614,72.7836
1615,78.6712
1616,77.5895
1617,79.4230
1618,84.5067
1619,74.3934
1620,75.2555
1621,74.9878
1622,79.2816
1623,81.0354
1624,87.7821
1625,99.0547
1626,106.9654
1627,102.3096
1628,101.0808
1629,90.0312
1630,86.2715
1631,75.0749
1632,58.2826
1633,57.5196
1634,57.2044
1635,55.8054
1636,60.7941
1637,61.6798
1638,66.7634
1639,67.0689
1640,69.4585
1641,72.4146
1642,73.4156
1643,68.8253
1644,68.7625
1645,67.9552
1646,68.7968
1647,76.8171
1648,83.7183
1649,88.7527
1650,91.5140
1651,93.6666
1652,89.5684
1653,85.4556
1654,76.2829
1655,73.6189
1656,54.0544
1657,56.8076
1658,58.6401
1659,58.7800
1660,58.6592
1661,60.8637
1662,64.2707
1663,66.4022
1664,68.8055
1665,69.5285
1666,74.2838
1667,73.6014
1668,65.1789
1669,67.6758
1670,68.2414
1671,80.0837
1672,84.3546
1673,87.1553
1674,92.1237
1675,92.2286
1676,81.7784
1677,83.5196
1678,77.5279
1679,65.3518
1680,64.7875
1681,64.7890
1682,66.3181
1683,63.0658
1684,65.2329
1685,66.7078
1686,71.7723
1687,77.0259
1688,80.1019
1689,79.8586
1690,77.3345
1691,80.1587
1692,80.6055
1693,78.8621
1694,79.0740
1695,79.8358
1696,93.6696
1697,102.8116
1698,97.2982
1699,100.6879
1700,94.3314
1701,95.3758
1702,84.1205
1703,78.5265
1704,64.6904
1705,64.2743
1706,65.8631
1707,67.4522
1708,67.8816
1709,65.4684
1710,73.0841
1711,71.3740
1712,82.1251
1713,81.4102
1714,71.0741
1715,77.5149
1716,78.9330
1717,74.8293
1718,77.9292
1719,88.2949
1720,93.6914
1721,96.0261
1722,104.8007
1723,100.4483
1724,95.7800
1725,96.8069
1726,81.9767
1727,75.6978
1728,62.9587
1729,65.6040
1730,61.4188
1731,64.9731
1732,66.6839
1733,66.4457
1734,69.3479
1735,77.5436
1736,76.6815
1737,82.9019
1738,83.8133
1739,74.7421
1740,74.8130
1741,77.1760
1742,81.8435
1743,86.2853
1744,95.7349
1745,97.4669
1746,108.0779
1747,101.5826
1748,96.6950
1749,95.4175
1750,87.9780
1751,74.7946
1752,66.3186
1753,60.8695
1754,67.1207
1755,65.2655
1756,66.6437
1757,67.4022
1758,73.9369
1759,77.8750
1760,77.8554
1761,80.2868
1762,78.3638
1763,78.9551
1764,77.4744
1765,77.9718
1766,77.7663
1767,83.1387
1768,95.7934
1769,102.3734
1770,99.7150
1771,105.0672
1772,97.1893
1773,93.6465
1774,83.0960
1775,79.5848
1776,65.7606
1777,61.1498
1778,64.2145
1779,67.9726
1780,67.1127
1781,70.9937
1782,72.1565
1783,76.7974
1784,77.9483
1785,75.9666
1786,85.2851
1787,79.0388
1788,75.8647
1789,78.6371
1790,80.2368
1791,85.3769
1792,91.1744
1793,92.7468
1794,101.7014
1795,101.8854
1796,98.2092
1797,87.8445
1798,83.2654
1799,77.1415
1800,59.5299
1801,58.2327
1802,59.4173
1803,58.4145
1804,61.5134
1805,61.6903
1806,69.9055
1807,69.1003
1808,71.5537
1809,72.5773
1810,74.4573
1811,70.6351
1812,68.1404
1813,69.7859
1814,73.8494
1815,76.5206
1816,87.4385
1817,90.9611
1818,95.0714
1819,89.0410
1820,93.5901
1821,86.4300
1822,76.9219
1823,66.5449
1824,57.7054
1825,59.2805
1826,61.8857
1827,58.9233
1828,60.8595
1829,62.9145
1830,65.0675
1831,70.9875
1832,74.1650
1833,76.9207
1834,70.9478
1835,69.2680
1836,67.4763
1837,67.5446
1838,70.9041
1839,78.6655
1840,85.1875
1841,89.0294
1842,93.4480
1843,97.0843
1844,88.8954
1845,81.4661
1846,77.4844
